,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
4698,7544,INTELSAT 4-F8,None,None,Active,None,Space-Track,GEO
4699,56174,INTELSAT 40E,None,None,Active,None,Space-Track,GEO
4700,8330,INTELSAT 4A-F1,None,None,Active,None,Space-Track,GEO
4701,8620,INTELSAT 4A-F2,None,None,Active,None,Space-Track,GEO
4702,10557,INTELSAT 4A-F3,None,None,Active,None,Space-Track,GEO
4703,10024,INTELSAT 4A-F4,None,None,Active,None,Space-Track,GEO
4704,10778,INTELSAT 4A-F6,None,None,Active,None,Space-Track,GEO
4705,24916,INTELSAT 5 (PAS 5),None,None,Active,None,Space-Track,GEO
4706,12474,INTELSAT 501,None,None,Active,None,Space-Track,GEO
4707,12089,INTELSAT 502,None,None,Active,None,Space-Track,GEO
4708,12994,INTELSAT 503,None,None,Active,None,Space-Track,GEO
4709,13083,INTELSAT 504,None,None,Active,None,Space-Track,GEO
4710,13595,INTELSAT 505,None,None,Active,None,Space-Track,GEO
4711,14077,INTELSAT 506,None,None,Active,None,Space-Track,GEO
4712,14421,INTELSAT 507,None,None,Active,None,Space-Track,GEO
4713,14786,INTELSAT 508,None,None,Active,None,Space-Track,GEO
4714,15629,INTELSAT 510,None,None,Active,None,Space-Track,GEO
4715,15873,INTELSAT 511,None,None,Active,None,Space-Track,GEO
4716,16101,INTELSAT 512,None,None,Active,None,Space-Track,GEO
4717,19772,INTELSAT 515,None,None,Active,None,Space-Track,GEO
4718,21765,INTELSAT 601,None,None,Active,None,Space-Track,GEO
4719,20315,INTELSAT 602,None,None,Active,None,Space-Track,GEO
4720,20523,INTELSAT 603,None,None,Active,None,Space-Track,GEO
4721,20667,INTELSAT 604,None,None,Active,None,Space-Track,GEO
4722,21653,INTELSAT 605,None,None,Active,None,Space-Track,GEO
4723,25585,INTELSAT 6B (PAS 6B),None,None,Active,None,Space-Track,GEO
4724,25473,INTELSAT 7 (PAS 7),None,None,Active,None,Space-Track,GEO
4725,22871,INTELSAT 701,None,None,Active,None,Space-Track,GEO
4726,23124,INTELSAT 702,None,None,Active,None,Space-Track,GEO
4727,23461,INTELSAT 704,None,None,Active,None,Space-Track,GEO
4728,23528,INTELSAT 705,None,None,Active,None,Space-Track,GEO
4729,23571,INTELSAT 706,None,None,Active,None,Space-Track,GEO
4730,23816,INTELSAT 707,None,None,Active,None,Space-Track,GEO
4731,23915,INTELSAT 709,None,None,Active,None,Space-Track,GEO
4732,25522,INTELSAT 8 (PAS 8),None,None,Active,None,Space-Track,GEO
4733,24742,INTELSAT 801,None,None,Active,None,Space-Track,GEO
4734,24846,INTELSAT 802,None,None,Active,None,Space-Track,GEO
4735,25110,INTELSAT 804,None,None,Active,None,Space-Track,GEO
4736,25371,INTELSAT 805,None,None,Active,None,Space-Track,GEO
4737,26451,INTELSAT 9 (PAS 9),None,None,Active,None,Space-Track,GEO
4738,26824,INTELSAT 901,None,None,Active,None,Space-Track,GEO
4739,26900,INTELSAT 902,None,None,Active,None,Space-Track,GEO
4740,27403,INTELSAT 903,None,None,Active,None,Space-Track,GEO
4741,27380,INTELSAT 904,None,None,Active,None,Space-Track,GEO
4742,27438,INTELSAT 905,None,None,Active,None,Space-Track,GEO
4743,27513,INTELSAT 906,None,None,Active,None,Space-Track,GEO
4744,27683,INTELSAT 907,None,None,Active,None,Space-Track,GEO
4745,37392,INTELSAT NEW DAWN,None,None,Active,None,Space-Track,GEO
4746,24293,INTERBALL AURORA,None,None,Active,None,Space-Track,MEO
4747,12645,INTERCOSMOS 22,None,None,Active,None,Space-Track,MEO
4748,20261,INTERCOSMOS 24,None,None,Active,None,Space-Track,MEO
4749,21819,INTERCOSMOS 25,None,None,Active,None,Space-Track,MEO
4750,63212,IOD-1,2245.0,None,active,Mode S - Transmitter,SatNOGS,None
4751,63212,IOD1_STARTICAL,None,None,Active,None,Space-Track,LEO
4752,64538,IOD2_STARTICAL,None,None,Active,None,Space-Track,LEO
4753,64575,ION SCV Charismatic Carlus,401.4145,1200.0,active,Mode U - FSK1k2 AX.100,SatNOGS,None
4754,58469,ION SCV Daring Diego,401.4145,1200.0,active,Mode U - FSK1k2 AX.100,SatNOGS,None
4755,58469,ION SCV Daring Diego,2257.5,None,active,S-band telemetry,SatNOGS,None
4756,63230,ION SCV Marvelous Mathias,2275.5,150000.0,active,Mode S - Transmitter,SatNOGS,None
4757,63230,ION SCV Marvelous Mathias,401.4145,1200.0,active,Mode U - FSK1k2 AX.100,SatNOGS,None
4758,64545,ION SCV Passionate Paula,401.415,1200.0,active,Mode U - FSK1k2 AX.100,SatNOGS,None
4759,64545,ION SCV Passionate Paula,2255.5,None,active,S-band telemetry,SatNOGS,None
4760,47504,ION SCV-002,None,None,Active,None,Space-Track,LEO
4761,48912,ION SCV-003,437.515,1200.0,inactive,Mode U - FSK 1k2 AX.100,SatNOGS,None
4762,48912,ION SCV-003,2261.5,150000.0,inactive,S-Band Transmitter,SatNOGS,None
4763,50993,ION SCV-004,437.515,1200.0,active,Mode U - FSK 1k2 AX.100,"SatNOGS, Space-Track",LEO
4764,50993,ION SCV-004,2261.5,150000.0,active,S-Band Transmitter,"SatNOGS, Space-Track",LEO
4765,50993,ION SCV-004,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4766,52163,ION SCV-005,401.415,1200.0,inactive,Mode U - FSK1k2 AX.100,SatNOGS,None
4767,52163,ION SCV-005,437.515,1200.0,inactive,Mode U - FSK 1k2 AX.100,SatNOGS,None
4768,52761,ION SCV-006,2261.5,None,active,S-band telemetry,"SatNOGS, Space-Track",LEO
4769,52761,ION SCV-006,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4770,55060,ION SCV-007,2261.5,150000.0,active,S-Band Transmitter,"SatNOGS, Space-Track",MEO
4771,55060,ION SCV-007,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",MEO
4772,55051,ION SCV-008,2259.5,150000.0,active,S-Band Transmitter,"SatNOGS, Space-Track",LEO
4773,55051,ION SCV-008,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4774,55441,ION SCV-009,401.415,1200.0,inactive,Mode U - FSK1k2 AX.100,SatNOGS,None
4775,55441,ION SCV-009,2259.5,150000.0,inactive,S-Band Transmitter,SatNOGS,None
4776,56192,ION SCV-010,2261.5,150000.0,active,S-Band Transmitter,"SatNOGS, Space-Track",LEO
4777,56192,ION SCV-010,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4778,56957,ION SCV-011,2264.8,None,active,Mode S,"SatNOGS, Space-Track",LEO
4779,56957,ION SCV-011,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4780,60573,ION SCV-012,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",MEO
4781,60573,ION SCV-012,2267.5,50000.0,active,Mode S - Transmitter,"SatNOGS, Space-Track",MEO
4782,58300,ION SCV-013,None,None,Active,None,Space-Track,MEO
4783,62630,ION SCV-014,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",LEO
4784,58469,ION SCV-015,None,None,Active,None,Space-Track,LEO
4785,62628,ION SCV-016,401.415,1200.0,active,Mode U - FSK1k2 AX.100,"SatNOGS, Space-Track",MEO
4786,63230,ION SCV-017,None,None,Active,None,Space-Track,LEO
4787,64575,ION SCV-018,None,None,Active,None,Space-Track,MEO
4788,64545,ION SCV-020,None,None,Active,None,Space-Track,LEO
4789,46274,ION-MK01,2261.5,None,active,Mode S,"SatNOGS, Space-Track",LEO
4790,46274,ION-MK01,437.515,1200.0,active,Mode U - FSK 1k2 AX.100,"SatNOGS, Space-Track",LEO
4791,58300,ION-MK02-SCV013,401.415,1200.0,active,Mode U - FSK1k2 AX.100,SatNOGS,None
4792,58300,ION-MK02-SCV013,2265.5,50000.0,active,S-band telemetry,SatNOGS,None
4793,61735,IONOSFERA-M 01,None,None,Active,None,Space-Track,MEO
4794,61736,IONOSFERA-M 02,None,None,Active,None,Space-Track,MEO
4795,64876,IONOSFERA-M 03,None,None,Active,None,Space-Track,MEO
4796,64877,IONOSFERA-M 04,None,None,Active,None,Space-Track,MEO
4797,39471,IPEX,None,None,Active,None,Space-Track,LEO
4798,47242,IPM 2/BREEZE-M,None,None,Active,None,Space-Track,GEO
4799,28786,IPSTAR 1,None,None,Active,None,Space-Track,GEO
4800,13777,IRAS,None,None,Active,None,Space-Track,MEO
4801,43468,IRAZU,436.5,9600.0,inactive,TLM FSK9K6,SatNOGS,None
4802,62697,IRIDE-MS2-HEO-01,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4803,62697,IRIDE-MS2-HEO-01,8180.0,None,active,Mode X - Transmitter,SatNOGS,None
4804,64569,IRIDE-MS2-HEO-02,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4805,64568,IRIDE-MS2-HEO-03,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4806,64582,IRIDE-MS2-HEO-04,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4807,64571,IRIDE-MS2-HEO-05,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4808,64576,IRIDE-MS2-HEO-06,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4809,64587,IRIDE-MS2-HEO-08,2264.812,None,active,S-band telemetry,SatNOGS,None
4810,64587,IRIDE-MS2-HEO-08,2264.0,None,invalid,Mode S - Transmitter,SatNOGS,None
4811,64585,IRIDE-MS2-HEO-09,2264.0,None,active,Mode S - Transmitter,SatNOGS,None
4812,62697,IRIDE-MS2-HEO-1,None,None,Active,None,Space-Track,MEO
4813,64569,IRIDE-MS2-HEO-2,None,None,Active,None,Space-Track,MEO
4814,64568,IRIDE-MS2-HEO-3,None,None,Active,None,Space-Track,MEO
4815,64582,IRIDE-MS2-HEO-4,None,None,Active,None,Space-Track,MEO
4816,64571,IRIDE-MS2-HEO-5,None,None,Active,None,Space-Track,MEO
4817,64576,IRIDE-MS2-HEO-6,None,None,Active,None,Space-Track,MEO
4818,64587,IRIDE-MS2-HEO-8,None,None,Active,None,Space-Track,MEO
4819,64585,IRIDE-MS2-HEO-9,None,None,Active,None,Space-Track,MEO
4820,42956,IRIDIUM 100,None,None,Active,None,Space-Track,MEO
4821,41920,IRIDIUM 102,None,None,Active,None,Space-Track,MEO
4822,41918,IRIDIUM 103,None,None,Active,None,Space-Track,MEO
4823,41922,IRIDIUM 104,None,None,Active,None,Space-Track,MEO
4824,41921,IRIDIUM 105,None,None,Active,None,Space-Track,MEO
4825,41917,IRIDIUM 106,None,None,Active,None,Space-Track,MEO
4826,42960,IRIDIUM 107,None,None,Active,None,Space-Track,MEO
4827,41924,IRIDIUM 108,None,None,Active,None,Space-Track,MEO
4828,41919,IRIDIUM 109,None,None,Active,None,Space-Track,MEO
4829,43481,IRIDIUM 110,None,None,Active,None,Space-Track,MEO
4830,41926,IRIDIUM 111,None,None,Active,None,Space-Track,MEO
4831,41925,IRIDIUM 112,None,None,Active,None,Space-Track,MEO
4832,41923,IRIDIUM 114,None,None,Active,None,Space-Track,MEO
4833,42806,IRIDIUM 115,None,None,Active,None,Space-Track,MEO
4834,42808,IRIDIUM 117,None,None,Active,None,Space-Track,MEO
4835,42807,IRIDIUM 118,None,None,Active,None,Space-Track,MEO
4836,42959,IRIDIUM 119,None,None,Active,None,Space-Track,MEO
4837,42805,IRIDIUM 120,None,None,Active,None,Space-Track,MEO
4838,42812,IRIDIUM 121,None,None,Active,None,Space-Track,MEO
4839,42957,IRIDIUM 122,None,None,Active,None,Space-Track,MEO
4840,42804,IRIDIUM 123,None,None,Active,None,Space-Track,MEO
4841,42810,IRIDIUM 124,None,None,Active,None,Space-Track,MEO
4842,42964,IRIDIUM 125,None,None,Active,None,Space-Track,MEO
4843,42809,IRIDIUM 126,None,None,Active,None,Space-Track,MEO
4844,42811,IRIDIUM 128,None,None,Active,None,Space-Track,MEO
4845,42958,IRIDIUM 129,None,None,Active,None,Space-Track,MEO
4846,43079,IRIDIUM 131,None,None,Active,None,Space-Track,MEO
4847,42961,IRIDIUM 132,None,None,Active,None,Space-Track,MEO
4848,42955,IRIDIUM 133,None,None,Active,None,Space-Track,MEO
4849,43075,IRIDIUM 134,None,None,Active,None,Space-Track,MEO
4850,43070,IRIDIUM 135,None,None,Active,None,Space-Track,MEO
4851,42962,IRIDIUM 136,None,None,Active,None,Space-Track,MEO
4852,43076,IRIDIUM 137,None,None,Active,None,Space-Track,MEO
4853,43071,IRIDIUM 138,None,None,Active,None,Space-Track,MEO
4854,42963,IRIDIUM 139,None,None,Active,None,Space-Track,MEO
4855,43252,IRIDIUM 140,None,None,Active,None,Space-Track,MEO
4856,43077,IRIDIUM 141,None,None,Active,None,Space-Track,MEO
4857,43256,IRIDIUM 142,None,None,Active,None,Space-Track,MEO
4858,43258,IRIDIUM 143,None,None,Active,None,Space-Track,MEO
4859,43249,IRIDIUM 144,None,None,Active,None,Space-Track,MEO
4860,43253,IRIDIUM 145,None,None,Active,None,Space-Track,MEO
4861,43254,IRIDIUM 146,None,None,Active,None,Space-Track,MEO
4862,43480,IRIDIUM 147,None,None,Active,None,Space-Track,MEO
4863,43255,IRIDIUM 148,None,None,Active,None,Space-Track,MEO
4864,43250,IRIDIUM 149,None,None,Active,None,Space-Track,MEO
4865,43257,IRIDIUM 150,None,None,Active,None,Space-Track,MEO
4866,43074,IRIDIUM 151,None,None,Active,None,Space-Track,MEO
4867,43479,IRIDIUM 152,None,None,Active,None,Space-Track,MEO
4868,43078,IRIDIUM 153,None,None,Active,None,Space-Track,MEO
4869,43574,IRIDIUM 154,None,None,Active,None,Space-Track,MEO
4870,43573,IRIDIUM 155,None,None,Active,None,Space-Track,MEO
4871,43576,IRIDIUM 156,None,None,Active,None,Space-Track,MEO
4872,43251,IRIDIUM 157,None,None,Active,None,Space-Track,MEO
4873,43571,IRIDIUM 158,None,None,Active,None,Space-Track,MEO
4874,43578,IRIDIUM 159,None,None,Active,None,Space-Track,MEO
4875,24841,IRIDIUM 16,None,None,Active,None,Space-Track,MEO
4876,43569,IRIDIUM 160,None,None,Active,None,Space-Track,MEO
4877,43478,IRIDIUM 161,None,None,Active,None,Space-Track,MEO
4878,43482,IRIDIUM 162,None,None,Active,None,Space-Track,MEO
4879,43575,IRIDIUM 163,None,None,Active,None,Space-Track,MEO
4880,43577,IRIDIUM 164,None,None,Active,None,Space-Track,MEO
4881,43572,IRIDIUM 165,None,None,Active,None,Space-Track,MEO
4882,43570,IRIDIUM 166,None,None,Active,None,Space-Track,MEO
4883,43931,IRIDIUM 167,None,None,Active,None,Space-Track,MEO
4884,43924,IRIDIUM 168,None,None,Active,None,Space-Track,MEO
4885,43926,IRIDIUM 169,None,None,Active,None,Space-Track,MEO
4886,24870,IRIDIUM 17,None,None,Active,None,Space-Track,MEO
4887,43930,IRIDIUM 170,None,None,Active,None,Space-Track,MEO
4888,43929,IRIDIUM 171,None,None,Active,None,Space-Track,MEO
4889,43927,IRIDIUM 172,None,None,Active,None,Space-Track,MEO
4890,43925,IRIDIUM 173,None,None,Active,None,Space-Track,MEO
4891,56728,IRIDIUM 174,None,None,Active,None,Space-Track,MEO
4892,43928,IRIDIUM 175,None,None,Active,None,Space-Track,MEO
4893,43923,IRIDIUM 176,None,None,Active,None,Space-Track,MEO
4894,56727,IRIDIUM 177,None,None,Active,None,Space-Track,MEO
4895,56729,IRIDIUM 178,None,None,Active,None,Space-Track,MEO
4896,56730,IRIDIUM 179,None,None,Active,None,Space-Track,MEO
4897,43922,IRIDIUM 180,None,None,Active,None,Space-Track,MEO
4898,56726,IRIDIUM 181,None,None,Active,None,Space-Track,MEO
4899,24907,IRIDIUM 22,None,None,Active,None,Space-Track,MEO
4900,25105,IRIDIUM 24,None,None,Active,None,Space-Track,MEO
4901,24903,IRIDIUM 26,None,None,Active,None,Space-Track,MEO
4902,24948,IRIDIUM 28,None,None,Active,None,Space-Track,MEO
4903,24944,IRIDIUM 29,None,None,Active,None,Space-Track,MEO
4904,24946,IRIDIUM 33,None,None,Active,None,Space-Track,MEO
4905,24967,IRIDIUM 36,None,None,Active,None,Space-Track,MEO
4906,25043,IRIDIUM 38,None,None,Active,None,Space-Track,MEO
4907,25042,IRIDIUM 39,None,None,Active,None,Space-Track,MEO
4908,24796,IRIDIUM 4,None,None,Active,None,Space-Track,MEO
4909,25077,IRIDIUM 42,None,None,Active,None,Space-Track,MEO
4910,25078,IRIDIUM 44,None,None,Active,None,Space-Track,MEO
4911,25104,IRIDIUM 45,None,None,Active,None,Space-Track,LEO
4912,24795,IRIDIUM 5,None,None,Active,None,Space-Track,MEO
4913,25262,IRIDIUM 51,None,None,Active,None,Space-Track,LEO
4914,25273,IRIDIUM 57,None,None,Active,None,Space-Track,MEO
4915,25286,IRIDIUM 63,None,None,Active,None,Space-Track,MEO
4916,25319,IRIDIUM 69,None,None,Active,None,Space-Track,MEO
4917,24793,IRIDIUM 7,None,None,Active,None,Space-Track,MEO
4918,25320,IRIDIUM 71,None,None,Active,None,Space-Track,MEO
4919,25344,IRIDIUM 73,None,None,Active,None,Space-Track,MEO
4920,25467,IRIDIUM 82,None,None,Active,None,Space-Track,LEO
4921,24842,IRIDIUM 911,None,None,Active,None,Space-Track,MEO
4922,24836,IRIDIUM 914,None,None,Active,None,Space-Track,MEO
4923,24871,IRIDIUM 920,None,None,Active,None,Space-Track,MEO
4924,39197,IRIS,436.25,9600.0,inactive,Mode U,"SatNOGS, Space-Track",MEO
4925,51044,IRIS-A,435.575,None,inactive,Mode U - LoRa,SatNOGS,None
4926,51044,IRIS-A,436.915,9600.0,inactive,Mode U - GMSK9k6 AX.25,SatNOGS,None
4927,56221,IRIS-C,436.915,None,inactive,Mode V/U - AX.25 G3RUH Digipeater,SatNOGS,None
4928,56221,IRIS-C,436.915,9600.0,inactive,Mode U - BPSK9k6 AX.25,SatNOGS,None
4929,56221,IRIS-C,2420.0,None,inactive,S-Band,SatNOGS,None
4930,58269,IRIS-C2,400.455,2400.0,inactive,UHF 2k4 BPSK-G3RUH Telemetry,SatNOGS,None
4931,58269,IRIS-C2,400.455,1200.0,inactive,Mode U - BPSK1k2,SatNOGS,None
4932,58269,IRIS-C2,400.455,9600.0,inactive,Mode U - BPSK9k6,SatNOGS,None
4933,58269,IRIS-C2,2250.0,None,inactive,Mode S - Transmitter,SatNOGS,None
4934,59110,IRIS-F1,400.915,2400.0,active,Mode U - BPSK,"SatNOGS, Space-Track",LEO
4935,62684,IRIS-F2,2280.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
4936,62684,IRIS-F2,400.91,4800.0,active,Mode U - BPSK4k8,"SatNOGS, Space-Track",LEO
4937,62619,IRIS-F3,400.92,4800.0,active,Mode U - BPSK4k8,"SatNOGS, Space-Track",LEO
4938,62619,IRIS-F3,2280.0,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
4939,39635,IRNSS 1B,None,None,Active,None,Space-Track,GEO
4940,40269,IRNSS 1C,None,None,Active,None,Space-Track,GEO
4941,40547,IRNSS 1D,None,None,Active,None,Space-Track,GEO
4942,41241,IRNSS 1E,None,None,Active,None,Space-Track,GEO
4943,41384,IRNSS 1F,None,None,Active,None,Space-Track,GEO
4944,41469,IRNSS 1G,None,None,Active,None,Space-Track,GEO
4945,43286,IRNSS 1I,None,None,Active,None,Space-Track,GEO
4946,39199,IRNSS R1A,None,None,Active,None,Space-Track,GEO
4947,18960,IRS 1A,None,None,Active,None,Space-Track,MEO
4948,21688,IRS 1B,None,None,Active,None,Space-Track,MEO
4949,23751,IRS 1C,None,None,Active,None,Space-Track,MEO
4950,24971,IRS 1D,None,None,Active,None,Space-Track,MEO
4951,23827,IRS B3,None,None,Active,None,Space-Track,MEO
4952,23323,IRS P2,None,None,Active,None,Space-Track,MEO
4953,25758,IRS P4 (OCEANSAT 1),None,None,Active,None,Space-Track,MEO
4954,28051,IRS P6,2250.0,50000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
4955,21688,IRS-1B,149.522,12000.0,active,Downlink,SatNOGS,None
4956,43693,IRVINE-01,437.8,None,inactive,CW Beacon,SatNOGS,None
4957,43693,IRVINE-01,437.8,9600.0,inactive,FSK9k6 AX.25 TLM,SatNOGS,None
4958,99915,IRVINE-02,437.45,9600.0,active,FSK9k6,SatNOGS,None
4959,43879,ISAT,None,None,Active,None,Space-Track,LEO
4960,11004,ISEE 3 (ICE),None,None,Active,HELIOCENTRIC ORBIT (SUN),Space-Track,None
4961,3669,ISIS 1,None,None,Active,None,Space-Track,MEO
4962,5104,ISIS 2,None,None,Active,None,Space-Track,MEO
4963,3669,ISIS-1,136.41,None,active,carrier wave,SatNOGS,None
4964,23715,ISO,None,None,Active,None,Space-Track,GEO
4965,53381,ISOI,437.65,2400.0,inactive,Mode U - GMSK 2k4 (USP FEC) TLM,SatNOGS,None
4966,25544,ISS,2860.0,None,invalid,TORU S1,SatNOGS,None
4967,25544,ISS,143.625,None,active,VHF-1 Soyuz Communication - FMN,SatNOGS,None
4968,25544,ISS,121.1,None,active,Suit 1,SatNOGS,None
4969,25544,ISS,145.8,None,inactive,Mode U/V FM Voice,SatNOGS,None
4970,25544,ISS,437.55,1200.0,inactive,Mode U APRS Digi,SatNOGS,None
4971,25544,ISS,145.8,0.0,active,Mode V Imaging,SatNOGS,None
4972,25544,ISS,417.1,695.0,active,EMU Alt,SatNOGS,None
4973,25544,ISS,437.025,None,invalid,signal transfer from 437.800 MHz,SatNOGS,None
4974,25544,ISS,145.8,None,active,Mode V/V FM (crew R2+3),SatNOGS,None
4975,25544,ISS,145.825,1200.0,active,Mode V APRS,SatNOGS,None
4976,25544,ISS,437.8,None,active,Mode V/U FM - Voice Repeater CTCSS 67.0 Hz,SatNOGS,None
4977,25544,ISS,2375.0,None,active,Mode S2,SatNOGS,None
4978,25544,ISS,400.575,None,active,EVA/WVS,SatNOGS,None
4979,25544,ISS,437.8,None,inactive,Mode U - Imaging,SatNOGS,None
4980,25544,ISS,437.55,None,inactive,Mode PD120 FRAM2 Ham ISS simulation,SatNOGS,None
4981,25544,ISS,2395.0,None,active,Mode S - HamTV DVB-S,SatNOGS,None
4982,25544,ISS,2425.0,None,active,Mode S1,SatNOGS,None
4983,25544,ISS,437.8,None,active,Mode U - SSTV,SatNOGS,None
4984,25544,ISS,145.8,None,active,Mode V/V FM (crew R1),SatNOGS,None
4985,25544,ISS,145.8,None,invalid,ISS SSTV,SatNOGS,None
4986,25544,ISS,2265.0,None,active,ISS CCSDS Data 1,SatNOGS,None
4987,25544,ISS,145.825,1200.0,inactive,Mode V/V APRS,SatNOGS,None
4988,25544,ISS,121.75,None,active,Soyuz / Orlan space suit,SatNOGS,None
4989,25544,ISS,437.8,9600.0,active,IORS Telemetry,SatNOGS,None
4990,25544,ISS,437.8,None,invalid,Mode V/U FM Voice,SatNOGS,None
4991,25544,ISS,468.1,656.0,active,ICARUS Animal-Tracker Experiment,SatNOGS,None
4992,25544,ISS,435.4,None,active,Mode U - Possibly Voice,SatNOGS,None
4993,25544,ISS,468.1,656.0,invalid,ICARUS,SatNOGS,None
4994,25544,ISS,437.023,None,inactive,Tomsk-TPU-120,SatNOGS,None
4995,25544,ISS,437.525,None,inactive,UHF School Contact Downlink (Backup During SSTV event),SatNOGS,None
4996,25544,ISS,632.0,None,active,"Control Module ""Zarya""",SatNOGS,None
4997,25544,ISS,130.167,None,active,VHF-2 Soyuz Communication - FMN,SatNOGS,None
4998,25544,ISS,630.128,None,active,"Service Module ""Zvezda"" (Upper side band)",SatNOGS,None
4999,25544,ISS,145.48,None,inactive,TEMP Off-Frequency SSTV,SatNOGS,None
5000,25544,ISS,437.05,None,inactive,Tanusha FM,SatNOGS,None
5001,25544,ISS,637.5,None,active,Rassvet,SatNOGS,None
5002,25544,ISS,121.275,None,active,Suit 2,SatNOGS,None
5003,25544,ISS,922.763,None,active,Regul,SatNOGS,None
5004,25544,ISS,2860.0,None,active,TORU S1,SatNOGS,None
5005,25544,ISS,166.0,None,active,Soyuz-TM and Progress M-1 TLM,SatNOGS,None
5006,25544,ISS,2725.0,None,active,Toru S2,SatNOGS,None
5007,25544,ISS,922.75,None,active,CW Soyuz-TM and Progress M1 beacon,SatNOGS,None
5008,25544,ISS,768.975,None,active,Kvant,SatNOGS,None
5009,25544,ISS,2272.5,None,active,Falcon 9 CCSDS 2272.5,SatNOGS,None
5010,25544,ISS,139.208,None,active,Suit 3,SatNOGS,None
5011,25544,ISS,435.88,None,invalid,Mode U - Signal,SatNOGS,None
5012,25544,ISS,435.24,None,invalid,Mode U - Signal,SatNOGS,None
5013,25544,ISS,2232.5,None,active,Falcon 9 CCSDS 2232.5,SatNOGS,None
5014,25544,ISS,2213.5,None,active,SpaceX Falcon Wideband Telemetry,SatNOGS,None
5015,25544,ISS,2216.0,None,active,SpaceX Dragon narrowband telemetry,SatNOGS,None
5016,25544,ISS,414.2,None,active,EMU (695000),SatNOGS,None
5017,25544,ISS,2205.5,None,active,SpaceX Dragon Wideband Telemetry,SatNOGS,None
5018,25544,ISS,137.6257,None,active,Mystery transmitter 137.6257MHz,SatNOGS,None
5019,25544,ISS,400.5,1536.0,active,CUCU (SpaceX COTS UHF Communication Unit),SatNOGS,None
5020,26700,ISS (DESTINY),None,None,Active,DOCKED TO ISS,Space-Track,None
5021,49044,ISS (NAUKA),None,None,Active,DOCKED TO ISS,Space-Track,None
5022,25575,ISS (UNITY),None,None,Active,DOCKED TO ISS,Space-Track,None
5023,25544,ISS (ZARYA),None,None,Active,None,Space-Track,LEO
5024,26400,ISS (ZVEZDA),None,None,Active,DOCKED TO ISS,Space-Track,None
5025,60238,ISTSAT-1,145.895,1200.0,active,Mode V - AFSK1k2,"SatNOGS, Space-Track",LEO
5026,60238,ISTSAT-1,145.895,None,active,CW Beacon,"SatNOGS, Space-Track",LEO
5027,49017,IT-SPINS,437.405,19200.0,inactive,Mode U - GMSK19k2,SatNOGS,None
5028,21055,ITALSAT 1,None,None,Active,None,Space-Track,GEO
5029,24208,ITALSAT 2,None,None,Active,None,Space-Track,GEO
5030,22826,ITAMSAT,435.772,1200.0,active,BPSK CW carrier,"SatNOGS, Space-Track",MEO
5031,22826,ITAMSAT,437.822,1200.0,inactive,Mode JD,"SatNOGS, Space-Track",MEO
5032,22826,ITAMSAT,435.791,None,invalid,Mode U Beacon,"SatNOGS, Space-Track",MEO
5033,22826,ITAMSAT,435.86,1200.0,inactive,1k2 BPSK TLM,"SatNOGS, Space-Track",MEO
5034,43786,ITASAT,None,None,Active,None,Space-Track,LEO
5035,43786,ITASAT 1,2400.15,14400.0,active,BPSK14k4,SatNOGS,None
5036,43786,ITASAT 1,145.86,1200.0,active,BPSK1k2 AX.25 TLM,SatNOGS,None
5037,41932,ITF-2,437.525,None,inactive,Beacon,SatNOGS,None
5038,4320,ITOS 1 (TIROS M),None,None,Active,None,Space-Track,MEO
5039,35935,ITUPSAT 1,437.325,0.0,active,CW Beacon,"SatNOGS, Space-Track",MEO
5040,35935,ITUPSAT 1,437.3225,19200.0,active,GMSK Telemetry Drifted,"SatNOGS, Space-Track",MEO
5041,35935,ITUPSAT 1,437.325,19200.0,active,GFSK Telemetry,"SatNOGS, Space-Track",MEO
5042,10637,IUE,None,None,Active,None,Space-Track,GEO
5043,49954,IXPE,None,None,Active,None,Space-Track,LEO
5044,99089,Impulse-1,401.68,None,active,Mode U - Transmitter,SatNOGS,None
5045,58301,Impulse-1 (LEO Express-1),402.68,None,active,Mode U - Transmitter,SatNOGS,None
